num_1,num_2,num_3,num_4,num_5,nominal_1,nominal_2,ordinal_1,ordinal_2,ordinal_3,true_cluster
-1.624509617637336,0.9187021170527699,0.6306093889017408,-1.5398360521388705,-0.7344082230241605,C,X,Alto,Grande,Nivel_3,2
-0.20101727779251014,-1.2920622317462525,0.9783017525445394,0.6321476087318533,1.7666164764211312,B,W,Medio,Mediano,Nivel_2,1
-1.503772604084933,1.1600117191579604,0.9121926331971013,-1.2816198168373567,-0.5613611362889728,C,W,Alto,Grande,Nivel_3,2
1.774451183362035,0.7809303403417254,-0.023944774249399104,0.8897322267662636,-0.6664945517244745,A,X,Bajo,Pequeño,Nivel_1,0
1.1499288284290115,0.9091064218491569,0.018131989606375676,1.069456814813285,-0.893112098340665,A,X,Bajo,Pequeño,Nivel_1,0
-1.3312388413195777,1.0091072332910085,0.6389780262878159,-1.3025042806858138,-0.23693241945876695,C,W,Alto,Grande,Nivel_3,2
-1.5691730695507204,1.0245493175643643,0.8189041763902548,-1.4603655773780138,-0.4968246490763331,C,W,Alto,Grande,Nivel_3,2
0.8507997594713482,1.0073877411369845,-0.5397115371393881,0.7059512978833641,-0.6112997134102037,A,X,Bajo,Pequeño,Nivel_1,0
0.11892146190886808,-0.6072180801650429,-1.4888442281443948,-0.3604012189717004,-0.3202206634108293,A,X,Alto,Grande,Nivel_4,3
-0.007075220208495643,-0.5841552115290853,-1.5487406974963607,-0.03821463383540424,-0.2140270444763294,A,W,Alto,Grande,Nivel_4,3
-1.116864716456492,1.0116342565375631,1.0963560991605321,-1.6248776000734562,-0.6409111830149024,C,Z,Alto,Grande,Nivel_3,2
-1.102927362824554,1.0748447687745537,0.6673029148106844,-1.3333714494786602,-0.7840184206927324,C,Z,Alto,Grande,Nivel_3,2
1.6231308555115431,1.0540206135195702,-0.31242990413706945,1.0664008091663306,-0.7328161788718374,A,X,Bajo,Pequeño,Nivel_1,0
-0.8433024881680654,0.880281478017589,0.8204393705624773,-1.4520002193921706,-0.7466844851473815,C,Z,Alto,Grande,Nivel_3,2
-1.344290353841802,1.049449572353832,0.9227745716834989,-1.444790590203274,-0.973244734046017,C,Y,Alto,Grande,Nivel_3,2
-0.0019587099540413835,-0.6014464463376096,-1.4993927574394847,0.12037432011338521,-0.1770167590715317,A,W,Alto,Grande,Nivel_4,3
1.4439770518555448,0.9282166767348549,-0.1633318294009585,0.453165888952464,-0.9363636156152949,A,Z,Bajo,Pequeño,Nivel_1,0
0.08557299508389515,-0.6457052447621563,-1.581608767270026,-0.4115463000801286,-0.24996218153145314,A,Z,Alto,Grande,Nivel_4,3
-1.5091485089508414,0.9352280312052992,0.7841214632695045,-1.907859472096363,-0.5629199008674631,C,W,Alto,Grande,Nivel_3,2
1.414063987997905,0.8347549904368361,0.05897466256263966,0.593572347813601,-0.5284549401645421,A,X,Bajo,Pequeño,Nivel_1,0
-0.1638001512604821,-1.191909744845746,1.0237247805912737,0.8961145606111593,1.5312246484845646,B,X,Medio,Mediano,Nivel_2,1
1.255920418982423,0.8751323478110399,0.4296868131496885,0.9261709798406448,-1.0335954799163491,A,W,Bajo,Pequeño,Nivel_1,0
-0.08896215369496004,-1.356356191908286,0.7382355169278085,0.5738897245168115,1.6620189201359754,B,W,Medio,Mediano,Nivel_2,1
0.09390320388484436,-0.593421125851851,-1.4449034439419588,-0.2687342191876227,-0.22285169207719546,A,W,Alto,Grande,Nivel_4,3
-0.1631731326583381,-0.6583973307667644,-0.9489020189688852,0.211635805822966,-0.1211082011154387,A,W,Alto,Grande,Nivel_4,3
-1.1201999790935964,1.013825546423667,0.2773154709814085,-1.872432184046027,-0.501789736286553,C,W,Alto,Grande,Nivel_3,2
