PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,objetivo
1.9023179635642025,0.0024926842470213775,0.40571356258737695,0.3461773818650026,-0.31993844216314066,-0.37276574759843184,-0.5924692530507216,0.3258407633666393,0.2465358963891827,-0.3108480083598931,0.16858366094576877,0.15149072709710645,0.10977806781781539,0
-1.7256846576668625,-0.7344580378869008,-0.7900324792676462,-0.7598745502923991,1.238626858888757,-0.044585787751190556,-0.22344495106313317,0.4238027066736824,-1.1065397449644507,-0.552986869835279,0.5369260248010084,-0.47519412275438977,0.42999074098430523,1
2.1376376827941415,1.03608787436083,-0.8787951471430827,0.10581071561012524,0.7049318709045752,-0.6784556976539903,-0.22486894823472728,-0.3885916540889597,0.4369513456764468,-0.43805274905748665,0.21554725772830077,0.09031000368533622,0.33121952570883484,0
-0.5851083491869922,-2.3972125740397567,0.7726923036704734,-0.9427359576600121,0.004491290057987406,0.5994810990735021,-0.7671377303253712,-0.7918814140982487,-0.1283658535193869,0.5766140630618002,-0.126420744686504,-0.37115851008456924,-0.3446004011770999,1
2.5069797862526437,1.073802470547459,0.537953359037506,0.6296506273384749,0.9013970128825292,0.17041256238974217,-0.855016205514156,0.39904382254313886,-0.06920523850350715,-0.2329007269920638,0.11546658912451935,-0.24544665876695607,-0.304579316683726,0
-0.9212963227761969,-2.2955327121600155,0.42339818436248755,-1.0383765589460117,0.08640473203384423,0.3497652970827619,-0.04852030596940794,1.1990485250375984,-0.2312258573253838,0.4859486010560151,-0.21591657205897663,-0.16090860839725338,0.16283183195829154,1
0.8728133582053536,-0.8860426753115733,0.4002750126546205,-0.7381385590900965,0.22693407611160488,0.933931044317912,-0.4339755495922371,-0.2679750361979034,-0.6728220297077921,0.7298132478948705,-0.6915923101017077,-0.0680561230837718,0.10178164043293396,1
-0.6310915692563756,-2.1684185011245942,0.8885534709475104,0.7441024999475893,-0.192584791914373,0.49127064736841064,-0.7518209927850987,0.24915109754110204,0.2989869615181497,-0.7786580834060294,-0.22302623187101162,-0.5001341510527753,0.3685105454272405,1
-2.335440675650574,0.7409458200121629,-0.7580922637752343,-0.3095260409677573,-0.5433606326666431,-1.3120132958361912,-0.3896475948819961,-0.09262736173895927,-0.26045665048709404,-0.8035386218082431,0.424439279175056,0.2938959367334102,-0.24997254826871762,2
1.8140445890536785,0.6279864113002066,0.07170664741686006,-0.4376337782786716,-1.1821627780670558,-0.34496011587509035,-0.06149417329327409,-1.0628994112502443,-0.5151751733632094,-0.3204110721063341,0.4210142477285025,-0.25419907493321847,-0.05801215072936699,0
2.799918006372342,1.157666717324059,-0.5511098284283775,1.3317694605357238,-0.9388528924058906,-0.1018054655431136,0.992454423866778,0.4428319356252039,0.2881059454658326,-0.04824832500118574,-0.23563990983648322,-0.25423345522547935,-0.12931251469745478,0
3.608675612716698,1.5520859349833207,-0.3987616436040617,-0.05556271587416449,-0.5852247350434623,0.5240898798220041,0.03260554967779289,-1.191652461928548,0.8796273794556221,0.3608231179073961,0.06765611523304407,-0.31495237597420467,-0.3055759120715823,0
