v0,theta_deg,hit
139.64685401714726,52.65239667296846,0
20.225993572422308,88.88144390767403,0
51.86837582679616,52.40137045870854,0
45.03064403274724,82.91451219366095,0
43.422121206155765,74.43708508761713,0
164.297956264597,52.28814686932641,0
185.4355496251407,69.72466033147413,0
62.54913558145019,61.97548140468792,1
165.7533667026704,85.80112655011605,0
179.0796116911253,65.8364840584847,0
107.46438649361106,71.67724678970744,0
56.54327420307133,68.95636930527466,0
166.60590325850816,87.68947751179266,0
50.61496304126814,59.21897482705363,0
150.87873992459484,79.2077024040777,0
129.68863887203935,68.5922472361939,0
186.20737911978173,74.60819963534524,0
54.06255583521958,68.42979326368351,0
161.83377443781575,65.0614812215463,0
108.4513570020157,53.07865509037922,0
53.995568715242825,57.63292110731431,0
41.52175871574147,85.49887085030832,0
104.57990401458083,51.65705914392797,0
120.71768171691079,55.801790994241436,0
45.024217611411146,60.356807666830385,0
12.830034184444127,51.45961278290463,0
99.51531348918756,64.97973122175455,0
148.36623235481972,82.1299000494077,0
184.53409343697322,68.92737885168343,0
128.85146108973817,85.70490118968338,0
184.25328878404443,85.41943132297442,0
174.29114770781723,51.59813963982795,0
51.44714591749771,50.88485736542087,0
174.56421184026615,79.16315083333055,0
148.84286791053822,51.7265422193587,0
62.79440515679629,59.117060739082355,1
161.43827510485826,61.30971027530586,1
174.39212544030994,75.65702911549764,0
66.89320017111689,61.20251729032847,1
110.13799596575642,69.99524614360038,0
23.58249325844541,63.77640791415829,0
120.81529792870103,79.57874747566493,0
55.202215929627336,76.5118493648495,0
155.3430927596932,77.42250855245135,0
42.99001087332648,68.22266638376797,0
69.4210286876457,64.1006613395279,0
12.750150590112725,58.22398272401956,0
16.18486510525198,82.05064427259316,0
104.3733499411147,64.28403423670665,0
98.97938154104948,81.73923916455507,0
34.26116134957077,70.28416315982415,1
58.93687593280953,81.82965690261985,0
10.604410765729206,64.49662418392703,0
82.40287208500563,66.17351349516181,0
119.41588596702366,88.72049990160886,0
91.18676654376053,79.59561964534805,0
168.6694459886282,84.52572479398478,0
127.13333776793606,64.00470951823488,0
60.55594328214221,52.713128715516255,0
164.0942011504358,68.61369766350924,0
104.90248255757328,73.51124674972094,0
154.17396099073488,53.65297192738896,0
117.55692640207658,75.23359159100102,0
93.11366869587923,68.4106501159037,0
85.26934443931044,52.50033961885754,0
14.224704704776979,57.89903242552739,0
99.17664975191289,71.67830707994408,0
128.47609641004007,51.589325825118934,0
189.76154999204095,67.76649295687234,0
92.71195523144249,75.72525723489379,0
102.27186658519946,81.60910591525968,0
108.63187735610416,82.27027205166931,0
87.63228619850203,65.29934142386497,0
119.97118658173697,59.193996074749094,1
23.366627922387806,68.60009544375376,0
102.79292792861254,52.596962117656716,0
125.92751737732914,56.987305293425706,1
151.33703039073472,79.10176701254687,0
91.66776088250685,65.50938713110699,0
67.53240521725303,79.79670634733739,0
11.11910633031925,79.76770374787463,0
153.73100432773188,50.57696630767635,0
24.73943433772952,71.75320051213694,0
103.09772715519361,80.28004934989826,0
67.82860838866668,83.45405823881435,0
169.75621081350857,71.30531863237772,0
190.59041382751596,68.93834619041378,0
70.58616995953278,61.298380386750274,1
180.57597489598894,76.0907233568988,0
74.13051961596503,72.23067546064169,0
164.30130099757952,83.320616768743,0
161.78028363123167,54.778804207917915,0
134.50418363210503,75.50181296340727,0
53.453656407365024,83.06120590065174,0
36.158148301031,52.61576355144655,0
90.63051639613214,69.32888777105538,0
38.792363073668305,88.90187424578323,0
175.92186026972982,70.07598545933648,0
44.034083922682285,71.11498250046608,0
15.755985706342166,61.89053224557813,0
116.25743865539644,51.61322602552024,0
91.4731881368837,82.35959566811908,0
173.1335100962773,57.17670866450762,1
40.55796135050893,79.97634362475057,0
78.46720288444341,61.33257479884959,1
131.69688799819028,79.625261739703,0
186.90507642623442,66.04235090931333,0
59.742194197182286,72.39689002216457,0
140.73869858055093,50.72501476378932,0
38.32000394751889,86.51386497986726,0
150.62944495000448,77.86191637296689,0
65.70444377400133,74.70222835359061,0
56.31156986837739,73.95441373874779,0
53.666073190534235,69.59384295054448,0
80.42372138183738,52.220268464095106,0
72.42546662141802,78.21161357338733,0
126.40191764544869,51.69299580256711,0
113.49592603641084,55.97385391934475,0
152.43218992927265,50.81655906569477,0
66.04131423094763,83.30937386790427,0
192.50520839125576,77.66216091374196,0
113.2617241340201,88.1267382153998,0
139.09058819780833,63.630980538271885,0
140.76925721361027,89.37973944687215,0
38.93658062237364,75.44877639452206,0
37.55464579475395,51.11480031579903,0
